symbol,open_time,close_time,available_at_assumed,open,high,low,close,volume
BTCUSDT,2025-05-16T00:00:00+00:00,2025-05-16T23:59:59.999000+00:00,2025-05-17T00:00:00.999000+00:00,103763.71,104550.33,103100.49,103463.9,15683.88024
BTCUSDT,2025-05-17T00:00:00+00:00,2025-05-17T23:59:59.999000+00:00,2025-05-18T00:00:00.999000+00:00,103463.9,103709.86,102612.5,103126.65,11250.89622
BTCUSDT,2025-05-18T00:00:00+00:00,2025-05-18T23:59:59.999000+00:00,2025-05-19T00:00:00.999000+00:00,103126.65,106660.0,103105.09,106454.26,21599.98726
BTCUSDT,2025-05-19T00:00:00+00:00,2025-05-19T23:59:59.999000+00:00,2025-05-20T00:00:00.999000+00:00,106454.27,107108.62,102000.0,105573.74,30260.03524
BTCUSDT,2025-05-20T00:00:00+00:00,2025-05-20T23:59:59.999000+00:00,2025-05-21T00:00:00.999000+00:00,105573.73,107320.0,104184.72,106849.99,23705.48275
BTCUSDT,2025-05-21T00:00:00+00:00,2025-05-21T23:59:59.999000+00:00,2025-05-22T00:00:00.999000+00:00,106850.0,110797.38,106100.01,109643.99,45531.040345
BTCUSDT,2025-05-22T00:00:00+00:00,2025-05-22T23:59:59.999000+00:00,2025-05-23T00:00:00.999000+00:00,109643.99,111980.0,109177.37,111696.21,31630.77313
BTCUSDT,2025-05-23T00:00:00+00:00,2025-05-23T23:59:59.999000+00:00,2025-05-24T00:00:00.999000+00:00,111696.22,111800.0,106800.0,107318.3,31737.72309
BTCUSDT,2025-05-24T00:00:00+00:00,2025-05-24T23:59:59.999000+00:00,2025-05-25T00:00:00.999000+00:00,107318.3,109506.03,106875.41,107761.91,16782.53129
BTCUSDT,2025-05-25T00:00:00+00:00,2025-05-25T23:59:59.999000+00:00,2025-05-26T00:00:00.999000+00:00,107761.9,109299.99,106600.64,109004.19,17710.04695
BTCUSDT,2025-05-26T00:00:00+00:00,2025-05-26T23:59:59.999000+00:00,2025-05-27T00:00:00.999000+00:00,109004.2,110422.22,108670.58,109434.79,14649.11593
BTCUSDT,2025-05-27T00:00:00+00:00,2025-05-27T23:59:59.999000+00:00,2025-05-28T00:00:00.999000+00:00,109434.78,110718.0,107516.57,108938.17,21276.65635
BTCUSDT,2025-05-28T00:00:00+00:00,2025-05-28T23:59:59.999000+00:00,2025-05-29T00:00:00.999000+00:00,108938.17,109284.7,106769.43,107781.78,15633.78829
BTCUSDT,2025-05-29T00:00:00+00:00,2025-05-29T23:59:59.999000+00:00,2025-05-30T00:00:00.999000+00:00,107781.78,108891.91,105322.86,105589.75,19834.70116
BTCUSDT,2025-05-30T00:00:00+00:00,2025-05-30T23:59:59.999000+00:00,2025-05-31T00:00:00.999000+00:00,105589.75,106313.12,103621.0,103985.48,23706.49799
BTCUSDT,2025-05-31T00:00:00+00:00,2025-05-31T23:59:59.999000+00:00,2025-06-01T00:00:00.999000+00:00,103985.47,104900.0,103068.55,104591.88,11289.35922
